/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_211.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/1_segment_191.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/5_segment_12.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_223.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_143.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_315.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_179.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_121.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/7_segment_209.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/1_segment_216.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/1_segment_209.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_146.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_126.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_178.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/8_segment_168.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/1_segment_197.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/3_segment_53.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/7_segment_20.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_132.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/7_segment_309.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/5_segment_131.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/1_segment_122.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/3_segment_101.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/7_segment_211.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/6_segment_225.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/5_segment_130.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_87.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_113.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/6_segment_211.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_178.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_142.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/6_segment_54.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/2_segment_158.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/6_segment_295.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/6_segment_239.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/4_segment_81.wav,Cargo
/var/home/damo/Documents/Git/Audio_classification_testing/data/Split1s/test/Cargo/1_segment_259.wav,Cargo
